categories,primaryCategories,reviewsdate,reviewstext,reviewstitle,sentiment,review_year,review_month,review_day
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-23 00:00:00+00:00,alexa show realli well put togeth main reason purchas creat surveil system link ring doorbel ring floodlight view command alexa show screen ye talk get result almost queri show get lot touch screen great video call especi instal alexa app famili cell phone alexa scan item via upc order amazon tell get recip ask spoken shown also music play see lyric screen use amazon music play music ask news brief see news highlight etc speaker arent quit standard echo seri close sound fill room nice echo show immedi use screen show pictur choic make digit frame overal devic nice constantli releas new skill alexa use seem like alway someth new wow turn light adjust thermostat play music view secur camera standard duti way devic,alexa use,Positive,2017,12,23
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-02-13 00:00:00+00:00,bought coupl friend big hit use,gift,Positive,2017,2,13
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,tablet great kid adult littl knowledg comput handl easili plenti storag,work well especi non tech peopl,Positive,2017,1,23
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-14 00:00:00+00:00,great tablet great peopl dont need lot apt store lot doesnt heat light weight,love,Positive,2017,3,14
"Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",Electronics,2017-01-06 00:00:00+00:00,bought afford altern ipad mini like expand storag option size super easi use unfortun granddaught want ipad mini go appl product end return hindsight shouldv kept,excel product granddaught want ipad,Positive,2017,1,6
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-27 00:00:00+00:00,great addit alexa product amazon work great kitchen better voic recognit sound onscreen display inform help video capabl watch instruct video even play music video workingcook also scroll person photo pictur displayal echo show wonder addit well worth especi get sale,great household assist,Positive,2017,12,27
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-09 00:00:00+00:00,great sound pictur use babi monitor still new alexa still learn,nice product,Positive,2017,12,9
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01 00:00:00+00:00,love product love everyth,echo plu,Positive,2017,12,1
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-05-13 00:00:00+00:00,love tabl yo give sens independ want sens calm know control get long spend screen time,great tablet kid,Positive,2017,5,13
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-04-18 00:00:00+00:00,child love play kindl fire entertain educ,great kid,Positive,2017,4,18
"eBook Readers,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Ereaders,Kindle E-readers,E-Readers","Electronics,Media",2016-11-18 00:00:00+00:00,kindl excel devic book lover,gift booklov,Positive,2016,11,18
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-14 00:00:00+00:00,excel tabletwithstand special need grandson,great tablet,Positive,2016,10,14
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-02 00:00:00+00:00,love kindl best size price wonder applic download read play movi music plu rate,great amazon product,Positive,2016,12,2
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-10-19 00:00:00+00:00,coupl echo wonder everyth like turn light tv granddaught love ask question,love,Positive,2017,10,19
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-01 00:00:00+00:00,everi version kindl sinc week introduc jump chanc kindl fire replac first one everyth want except past summer start overh got nonrespons midday heat soi got one first miss swype get rid secondli put two favorit app work old one work lastli importantli everi awhil screen freez bunch code shimmer background turn andor leav awhil bring back life turn seem happen close program move new one aggrav expect product happi past,ad happi one far,Neutral,2017,2,1
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-08-05 00:00:00+00:00,cool fulli incorpor smart home product,work perfect,Positive,2017,8,5
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-04-07 00:00:00+00:00,awesomeand repeat time blah,great devic view video book,Positive,2017,4,7
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-26 00:00:00+00:00,amaizin like way type search favorit,grate product,Positive,2018,1,26
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-14 00:00:00+00:00,love bigger speaker qualiti sound product like turn bedroom light alexa,great product great sound,Positive,2018,1,14
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-03-14 00:00:00+00:00,great entri level alexa product speaker adequ inclus philip hue bulb make feel like good deal,great alexa entri product,Positive,2018,3,14
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-25 00:00:00+00:00,bought two kid christma love level control give supervis monitor usag,great bang buck,Positive,2016,12,25
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-12-09 00:00:00+00:00,th gener quit happi upgrad good batteri life,good upgrad,Positive,2017,12,9
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-21 00:00:00+00:00,love echo show kitchen use almost daili listen music cook also find new recip tri kid use help homework whole famili use eas everyon love,love,Positive,2018,1,21
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-08-17 00:00:00+00:00,happi bought make everyth easier control,use everi day,Positive,2017,8,17
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-04-15 00:00:00+00:00,kid love amazon unlimit fantast ton option howev kid still fight usin grownup tablet bc screen larger,kid love,Positive,2017,4,15
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-17 00:00:00+00:00,first bought dot see like enjoy want littl volum saw show much louder camera decid right choic dot bedroom show live room larger room show great choic,worth extra buck,Positive,2018,1,17
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-06-02 00:00:00+00:00,late gift grandson happi easi yo,late gift grandson,Positive,2017,6,2
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-02-21 00:00:00+00:00,daughter cant wait get set room,nice,Positive,2018,2,21
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-17 00:00:00+00:00,work great ring doorbel ring secur camera love see live feed echo show,love,Positive,2018,1,17
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-08-18 00:00:00+00:00,want someth small read book go fit bill perfectli big small thing expect,amaz,Positive,2017,8,18
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-16 00:00:00+00:00,pretti good producti sure got bluetooth connect ive month kid seem enjoy lotcertainli recommend anyon want give kid best gift,perfect kid,Positive,2017,1,16
"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-08-05 00:00:00+00:00,excel valu price tablet bad amazon kill purchas gift wife love size qualiti display,nice larg format tablet,Positive,2017,8,5
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,thought better mother law play game facebook next time buy samsung,fair,Neutral,2017,1,6
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-10 00:00:00+00:00,got two day holiday good servic,fast good servic,Positive,2017,12,10
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-18 00:00:00+00:00,im super happi glad made purchas,awesom,Positive,2017,1,18
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-27 00:00:00+00:00,kid love easi understand great parent control well,great kid,Positive,2017,2,27
